HOUR,L1,L7,ML1,ML2,L2,L3,L4,L5,L6
0.08333333333333333,0.009702357388960081,3.496412796266668e-05,2.7441679094408755e-05,1.032661430144799e-06,0.008519163761548043,0.007475123726536026,0.0034692257838031537,0.00015458042068416944,0
0.16666666666666666,0.007369148598399988,3.8622942156507634e-05,3.371162893017754e-05,1.0197775281994836e-06,0.006415043937295195,0.005544569099086516,0.0025435545682199745,0.0001535493790640885,0
0.25,0.004962609073118074,4.3584158447629306e-05,4.0622789128974546e-05,1.0069402378576342e-06,0.004246430495641107,0.00356339450721066,0.0016003185632627037,0.00015251087603473934,0
0.3333333333333333,0.00407180490879,4.985355144526693e-05,4.818104298465187e-05,9.94300080492394e-07,0.0034590162929362123,0.002849338747282104,0.0012640953332976324,0.00015151063757912198,0
0.41666666666666663,0.0036294161702699057,5.742835105593258e-05,5.638448647005134e-05,9.81779976427788e-07,0.003076291314300761,0.002504589793119294,0.0011032022280659248,0.00015052591533049053,0
0.49999999999999994,0.002410028040458201,6.629949916714395e-05,6.522456237689767e-05,9.692419098428218e-07,0.001987297319146819,0.0015238763086529161,0.0006469645817475111,0.0001495138221940806,0
0.5833333333333334,0.001874285563644662,7.647646089026239e-05,7.471091794286622e-05,9.568536825099727e-07,0.0015156921167545079,0.0011042741315492322,0.00045532985460283726,0.00014852614826565969,0
0.6666666666666666,0.0013709262368593045,8.795373673819995e-05,8.483849273943633e-05,9.445366231375374e-07,0.0010718209884998942,0.0007132157108031834,0.00027974433949395916,0.00014753908298814622,0
0.75,0.0007363203676504781,0.0001007245882647112,9.560123589835712e-05,9.32240027395892e-07,0.0005142038389749359,0.00023324220705944754,7.364995057912438e-05,0.00014653603354020106,0
0.8333333333333334,0.0006593176365186082,0.00011480775515337882,0.00010701726546358259,9.201442026096629e-07,0.00044641431418313005,0.0001785168088588307,5.22238113376261e-05,0.00014557400669445997,0
0.9166666666666666,0.0006559218602433248,0.00013019469815844786,0.00011907840575986484,9.08150013856357e-07,0.00044025322927154775,0.00017506819831680787,5.121473348879135e-05,0.00014462224496014642,0
1.0,0.0006547468622102315,0.00014688261558148952,0.00013178216681808408,8.96235860636807e-07,0.00043414207675596117,0.00017165348617709242,5.021558067141996e-05,0.00014367365130851795,0
1.0833333333333333,0.0006557920253271732,0.0001648711349844234,0.00014512836401081586,8.844006060826359e-07,0.00042808084526768653,0.0001682726646095034,4.9226350412823194e-05,0.0001427282252564055,0
1.1666666666666665,0.0006572566335307783,0.00016487504217366222,0.0001451441244171292,8.892486675904365e-07,0.00042927265849357354,0.00016896928445930826,4.943018119263343e-05,0.00014287961731440646,0
1.2499999999999998,0.0006587231657704251,0.00016485767582707922,0.00014514428062284424,8.941290161601501e-07,0.0004304747917558416,0.000169672009562305,4.963579863215273e-05,0.00014303234324586356,0
1.3333333333333333,0.0006601924137612514,0.0001648403365379636,0.00014514443728330662,8.990230071503902e-07,0.0004316789854783565,0.00017037619967652518,4.984184502632161e-05,0.00014318515127342835,0
1.4166666666666665,0.0006616643777306308,0.00016482302362419432,0.00014514459326164797,9.039299584401306e-07,0.00043288523966111825,0.00017108185488723393,5.0048320318296646e-05,0.00014333804136867911,0
1.4999999999999998,0.0006631390581333108,0.00016480573685839772,0.00014514474992211035,9.088505521503976e-07,0.0004340935533946322,0.00017178897522285297,5.025522460755383e-05,0.00014349101356003757,0
1.5833333333333333,0.0006646164540597965,0.00016478847737744218,0.00014514490612782538,9.137843335338403e-07,0.000435303928270514,0.00017249756069759314,5.046255789409315e-05,0.000143644067819082,0
1.6666666666666665,0.0006608339697322663,0.00019692898308676376,0.00014510180267279793,9.184577720589004e-07,0.00043645100595313124,0.0001731816592780433,5.066272491660584e-05,0.000143775680754743,0
1.7499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
